,action_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,game_date,matchup,opponent,shot_id,time_remaining
11716,4,0,0,2,4,0,11,57,0,1.0,4,1,4039,1,21,11717,177
11718,0,182,191,2,4,0,11,2,26,1.0,3,3,4039,1,21,11719,122
11719,0,146,146,0,4,0,11,13,20,0.0,3,0,4039,1,21,11720,13
11720,0,-23,194,9,1,0,11,13,19,1.0,4,0,4041,1,12,11721,553
11721,0,80,176,8,1,0,11,53,19,1.0,3,0,4041,1,12,11722,533
11722,0,-131,17,6,1,0,11,57,13,0.0,1,0,4041,1,12,11723,417
11723,11,0,0,6,1,0,11,45,0,1.0,4,1,4041,1,12,11724,405
11724,0,69,181,3,1,0,11,41,19,1.0,3,0,4041,1,12,11725,221
11725,33,0,38,1,1,0,11,25,3,1.0,4,1,4041,1,12,11726,85
11726,0,113,40,4,2,0,11,21,11,0.0,0,0,4041,1,12,11727,261
11727,0,47,47,4,2,0,11,17,6,0.0,4,2,4041,1,12,11728,257
11728,0,-199,178,2,2,0,11,47,26,1.0,2,3,4041,1,12,11729,167
11729,0,131,61,2,2,0,11,9,14,1.0,0,0,4041,1,12,11730,129
11730,25,-48,56,11,3,0,11,13,7,0.0,4,2,4041,1,12,11731,673
11731,2,0,0,9,3,0,11,5,0,0.0,4,1,4041,1,12,11732,545
11732,0,-107,151,8,3,0,11,45,18,0.0,2,0,4041,1,12,11733,525
11733,0,-67,186,6,3,0,11,57,19,1.0,2,0,4041,1,12,11734,417
11734,0,186,74,6,3,0,11,23,20,0.0,0,0,4041,1,12,11735,383
11735,0,-187,166,5,3,0,11,32,25,0.0,2,3,4041,1,12,11736,332
11736,0,73,150,4,3,0,11,24,16,0.0,3,0,4041,1,12,11737,264
11737,2,0,0,3,3,0,11,44,0,1.0,4,1,4041,1,12,11738,224
11738,0,120,117,2,3,0,11,53,16,1.0,3,0,4041,1,12,11739,173
11739,0,90,196,3,4,0,11,51,21,1.0,3,0,4041,1,12,11740,231
11740,0,151,7,3,4,0,11,20,15,1.0,0,0,4041,1,12,11741,200
11742,0,144,130,11,1,0,11,5,19,0.0,3,0,4043,1,6,11743,665
11743,0,159,125,9,1,0,11,55,20,1.0,3,0,4043,1,6,11744,595
11744,12,0,0,9,1,0,11,32,0,1.0,4,1,4043,1,6,11745,572
11745,35,0,0,9,1,0,11,2,0,1.0,4,1,4043,1,6,11746,542
11746,0,90,100,6,1,0,11,12,13,0.0,0,0,4043,1,6,11747,372
11747,9,0,0,3,1,0,11,55,0,1.0,4,1,4043,1,6,11748,235
11748,0,-67,253,3,1,0,11,3,26,0.0,4,3,4043,1,6,11749,183
11749,0,79,135,0,1,0,11,32,15,1.0,0,2,4043,1,6,11750,32
11750,2,0,0,3,2,0,11,21,0,0.0,4,1,4043,1,6,11751,201
11751,31,138,72,0,2,0,11,18,15,1.0,0,0,4043,1,6,11752,18
11752,0,-51,191,0,2,0,11,0,19,1.0,4,0,4043,1,6,11753,0
11753,0,223,132,8,3,0,11,25,25,0.0,3,3,4043,1,6,11754,505
11754,25,10,40,6,3,0,11,58,4,1.0,4,2,4043,1,6,11755,418
11755,2,0,0,6,3,0,11,6,0,0.0,4,1,4043,1,6,11756,366
11756,16,0,0,4,3,0,11,25,0,0.0,4,1,4043,1,6,11757,265
11757,0,-181,232,4,3,0,11,16,29,0.0,2,3,4043,1,6,11758,256
11758,8,-18,89,3,3,0,11,0,9,1.0,4,2,4043,1,6,11759,180
11759,4,0,0,2,3,0,11,29,0,1.0,4,1,4043,1,6,11760,149
11761,0,118,143,11,1,0,11,19,18,0.0,3,0,4044,0,1,11762,679
11762,4,0,0,10,1,0,11,55,0,1.0,4,1,4044,0,1,11763,655
11763,4,0,0,7,1,0,11,33,0,0.0,4,1,4044,0,1,11764,453
11764,0,72,160,6,1,0,11,49,17,0.0,3,0,4044,0,1,11765,409
11765,4,0,0,2,1,0,11,8,0,0.0,4,1,4044,0,1,11766,128
11768,20,0,63,7,2,0,11,29,6,0.0,4,2,4044,0,1,11769,449
11769,0,177,174,6,2,0,11,41,24,1.0,3,3,4044,0,1,11770,401
11770,0,-168,181,6,2,0,11,22,24,1.0,2,3,4044,0,1,11771,382
11771,0,1,36,5,2,0,11,58,3,1.0,4,1,4044,0,1,11772,358
11772,0,126,186,4,2,0,11,11,22,0.0,3,0,4044,0,1,11773,251
11773,12,0,0,11,3,0,11,35,0,1.0,4,1,4044,0,1,11774,695
11775,0,-149,210,8,3,0,11,8,25,0.0,2,3,4044,0,1,11776,488
11776,36,0,0,4,3,0,11,7,0,1.0,4,1,4044,0,1,11777,247
11777,0,-181,161,5,4,0,11,57,24,0.0,2,3,4044,0,1,11778,357
11779,0,62,79,9,1,0,11,41,10,0.0,0,2,4046,1,25,11780,581
11780,3,36,18,9,1,0,11,12,4,0.0,4,2,4046,1,25,11781,552
11781,0,158,199,9,1,0,11,7,25,1.0,3,3,4046,1,25,11782,547
11782,0,176,194,4,1,0,11,53,26,1.0,3,3,4046,1,25,11783,293
11783,0,-95,250,4,1,0,11,17,26,1.0,2,3,4046,1,25,11784,257
11784,0,23,248,3,1,0,11,54,24,1.0,4,3,4046,1,25,11785,234
11786,0,105,252,3,1,0,11,2,27,0.0,3,3,4046,1,25,11787,182
11787,8,-49,41,2,1,0,11,24,6,0.0,4,2,4046,1,25,11788,144
11788,0,110,233,0,1,0,11,55,25,0.0,3,3,4046,1,25,11789,55
11791,0,-51,109,4,2,0,11,23,12,1.0,4,2,4046,1,25,11792,263
11792,0,186,-3,3,2,0,11,45,18,0.0,0,0,4046,1,25,11793,225
11793,0,-8,58,3,2,0,11,2,5,0.0,4,2,4046,1,25,11794,182
11794,0,-128,217,0,2,0,11,37,25,0.0,2,3,4046,1,25,11795,37
11796,37,-46,110,11,3,0,11,17,11,0.0,4,2,4046,1,25,11797,677
11797,0,59,201,5,3,0,11,7,20,0.0,4,0,4046,1,25,11798,307
11798,4,0,0,4,3,0,11,49,0,1.0,4,1,4046,1,25,11799,289
11799,0,121,219,1,3,0,11,57,25,0.0,3,3,4046,1,25,11800,117
11800,2,0,0,8,4,0,11,36,0,0.0,4,1,4046,1,25,11801,516
11801,0,95,150,7,4,0,11,21,17,1.0,3,0,4046,1,25,11802,441
11802,0,75,112,5,4,0,11,33,13,0.0,0,2,4046,1,25,11803,333
11803,34,-148,148,4,4,0,11,39,20,1.0,2,0,4046,1,25,11804,279
11804,0,52,138,3,4,0,11,5,14,0.0,4,2,4046,1,25,11805,185
11806,30,0,0,9,1,0,11,50,0,1.0,4,1,4048,0,10,11807,590
11807,0,-232,28,8,1,0,11,56,23,1.0,1,6,4048,0,10,11808,536
11808,31,-99,38,4,1,0,11,12,10,1.0,1,0,4048,0,10,11809,252
11811,2,0,0,4,2,0,11,37,0,0.0,4,1,4048,0,10,11812,277
11812,0,123,209,1,2,0,11,3,24,0.0,3,3,4048,0,10,11813,63
11814,0,-158,53,11,3,0,11,10,16,0.0,1,0,4048,0,10,11815,670
11816,0,-131,87,1,3,0,11,29,15,1.0,1,0,4048,0,10,11817,89
11817,8,85,145,11,1,0,11,13,16,1.0,3,0,4049,0,6,11818,673
11818,4,0,0,7,1,0,11,59,0,0.0,4,1,4049,0,6,11819,479
11820,0,154,153,6,1,0,11,23,21,1.0,3,0,4049,0,6,11821,383
11822,0,172,137,1,1,0,11,1,21,1.0,3,0,4049,0,6,11823,61
11823,0,194,174,6,2,0,11,12,26,0.0,3,3,4049,0,6,11824,372
11824,0,233,2,4,2,0,11,56,23,0.0,0,4,4049,0,6,11825,296
11825,39,-163,26,3,2,0,11,31,16,1.0,1,0,4049,0,6,11826,211
11826,4,0,0,1,2,0,11,55,0,0.0,4,1,4049,0,6,11827,115
11827,4,0,0,11,4,0,11,33,0,1.0,4,1,4049,0,6,11828,693
11829,25,-182,84,10,4,0,11,15,20,0.0,1,0,4049,0,6,11830,615
11830,0,-194,194,8,4,0,11,33,27,0.0,2,3,4049,0,6,11831,513
11832,8,192,10,7,4,0,11,5,19,0.0,0,0,4049,0,6,11833,425
11834,30,0,0,1,4,0,11,12,0,1.0,4,1,4049,0,6,11835,72
11837,2,0,0,10,1,0,11,34,0,0.0,4,1,4053,1,9,11838,634
11838,0,84,8,8,1,0,11,20,8,0.0,0,0,4053,1,9,11839,500
11839,0,-131,61,3,1,0,11,32,14,0.0,1,0,4053,1,9,11840,212
11840,0,192,173,2,1,0,11,2,25,1.0,3,3,4053,1,9,11841,122
11841,0,205,186,1,1,0,11,28,27,0.0,3,3,4053,1,9,11842,88
11842,0,-51,151,0,1,0,11,50,15,0.0,4,0,4053,1,9,11843,50
11844,0,199,174,4,2,0,11,42,26,0.0,3,3,4053,1,9,11845,282
11845,4,0,0,4,2,0,11,28,0,1.0,4,1,4053,1,9,11846,268
11847,8,184,-5,1,2,0,11,35,18,0.0,0,0,4053,1,9,11848,95
11848,2,0,0,1,2,0,11,0,0,0.0,4,1,4053,1,9,11849,60
11849,2,0,0,11,3,0,11,42,0,1.0,4,1,4053,1,9,11850,702
11850,0,169,133,10,3,0,11,21,21,0.0,3,0,4053,1,9,11851,621
11851,0,59,31,9,3,0,11,30,6,0.0,4,2,4053,1,9,11852,570
11852,0,-133,164,7,3,0,11,19,21,1.0,2,0,4053,1,9,11853,439
11853,0,174,201,6,3,0,11,37,26,1.0,3,3,4053,1,9,11854,397
11854,0,136,163,1,3,0,11,39,21,1.0,3,0,4053,1,9,11855,99
11855,0,-131,207,1,3,0,11,10,24,0.0,2,3,4053,1,9,11856,70
11856,0,235,0,0,3,0,11,17,23,0.0,0,4,4053,1,9,11857,17
11857,0,0,143,7,4,0,11,56,14,1.0,4,0,4053,1,9,11858,476
11858,2,0,0,6,4,0,11,58,0,1.0,4,1,4053,1,9,11859,418
11859,0,158,204,9,1,0,11,36,25,0.0,3,3,4057,1,5,11860,576
11860,16,0,0,8,1,0,11,1,0,1.0,4,1,4057,1,5,11861,481
11861,0,-74,151,7,1,0,11,21,16,0.0,2,0,4057,1,5,11862,441
11862,0,29,265,6,1,0,11,6,26,0.0,4,3,4057,1,5,11863,366
11865,0,113,191,1,1,0,11,35,22,0.0,3,0,4057,1,5,11866,95
11866,4,0,0,0,1,0,11,44,0,1.0,4,1,4057,1,5,11867,44
11867,0,108,132,5,2,0,11,48,17,0.0,3,0,4057,1,5,11868,348
11868,0,-59,158,5,2,0,11,36,16,0.0,2,0,4057,1,5,11869,336
11869,3,44,56,5,2,0,11,4,7,1.0,4,2,4057,1,5,11870,304
11870,0,5,151,1,2,0,11,23,15,0.0,4,0,4057,1,5,11871,83
11873,2,0,0,6,3,0,11,54,0,0.0,4,1,4057,1,5,11874,414
11874,12,0,0,5,3,0,11,0,0,1.0,4,1,4057,1,5,11875,300
11875,0,158,100,3,3,0,11,14,18,1.0,0,0,4057,1,5,11876,194
11876,0,225,112,2,3,0,11,14,25,0.0,3,3,4057,1,5,11877,134
11877,2,0,0,1,3,0,11,14,0,0.0,4,1,4057,1,5,11878,74
11878,0,13,49,0,3,0,11,37,5,0.0,4,2,4057,1,5,11879,37
11879,4,0,0,6,4,0,11,30,0,1.0,4,1,4057,1,5,11880,390
11880,0,-6,255,5,4,0,11,28,25,1.0,4,3,4057,1,5,11881,328
11881,0,79,184,3,4,0,11,52,20,0.0,3,0,4057,1,5,11882,232
11882,18,128,3,1,4,0,11,42,12,1.0,0,0,4057,1,5,11883,102
11883,0,248,0,11,1,0,11,43,24,0.0,0,4,4058,0,9,11884,703
11884,33,16,25,9,1,0,11,22,2,1.0,4,1,4058,0,9,11885,562
11886,0,102,184,4,1,0,11,22,21,0.0,3,0,4058,0,9,11887,262
11887,2,-16,-8,3,1,0,11,24,1,0.0,4,1,4058,0,9,11888,204
11888,0,28,163,2,1,0,11,45,16,1.0,4,0,4058,0,9,11889,165
11889,0,-136,233,2,1,0,11,25,26,0.0,2,3,4058,0,9,11890,145
11890,2,21,17,1,1,0,11,50,2,0.0,4,1,4058,0,9,11891,110
11891,18,164,-18,5,2,0,11,5,16,1.0,0,0,4058,0,9,11892,305
11892,0,163,210,4,2,0,11,37,26,0.0,3,3,4058,0,9,11893,277
11894,0,-54,102,9,3,0,11,35,11,0.0,4,2,4058,0,9,11895,575
11895,0,59,265,9,3,0,11,8,27,0.0,4,3,4058,0,9,11896,548
11896,0,28,13,5,3,0,11,50,3,0.0,4,1,4058,0,9,11897,350
11897,0,233,-11,5,3,0,11,44,23,0.0,0,4,4058,0,9,11898,344
11898,4,6,25,5,3,0,11,17,2,1.0,4,1,4058,0,9,11899,317
11899,5,-16,0,3,3,0,11,36,1,1.0,4,1,4058,0,9,11900,216
11900,0,59,166,3,3,0,11,11,17,1.0,3,0,4058,0,9,11901,191
11901,0,149,-9,7,4,0,11,58,14,0.0,0,0,4058,0,9,11902,478
11902,0,-159,105,4,4,0,11,55,19,0.0,1,0,4058,0,9,11903,295
11903,0,-156,104,4,4,0,11,41,18,0.0,1,0,4058,0,9,11904,281
11907,34,161,7,8,1,0,11,31,16,1.0,0,0,4060,1,3,11908,511
11908,32,-122,161,7,1,0,11,28,20,1.0,2,0,4060,1,3,11909,448
11909,0,138,145,5,1,0,11,27,20,1.0,3,0,4060,1,3,11910,327
11910,0,190,168,4,1,0,11,56,25,1.0,3,3,4060,1,3,11911,296
11912,0,126,173,3,1,0,11,46,21,0.0,3,0,4060,1,3,11913,226
11914,0,95,54,3,1,0,11,3,10,1.0,0,0,4060,1,3,11915,183
11915,0,107,28,0,1,0,11,0,11,0.0,0,0,4060,1,3,11916,0
11916,8,136,33,5,2,0,11,38,13,1.0,0,0,4060,1,3,11917,338
11918,0,140,135,1,2,0,11,5,19,1.0,3,0,4060,1,3,11919,65
11919,0,92,483,0,2,0,11,0,49,0.0,5,5,4060,1,3,11920,0
11920,0,-100,235,11,3,0,11,24,25,0.0,2,3,4060,1,3,11921,684
11921,8,161,-8,8,3,0,11,52,16,1.0,0,0,4060,1,3,11922,532
11922,8,-172,5,7,3,0,11,16,17,0.0,1,0,4060,1,3,11923,436
11924,0,-149,169,11,4,0,11,32,22,0.0,2,0,4060,1,3,11925,692
11925,2,0,0,10,4,0,11,21,0,1.0,4,1,4060,1,3,11926,621
11926,8,151,-3,7,4,0,11,43,15,1.0,0,0,4060,1,3,11927,463
11927,0,-151,230,4,4,0,11,56,27,1.0,2,3,4060,1,3,11928,296
11930,0,13,207,10,1,0,11,7,20,0.0,4,0,4062,0,8,11931,607
11931,0,-107,26,10,1,0,11,3,11,0.0,1,0,4062,0,8,11932,603
11932,0,164,91,6,1,0,11,38,18,0.0,0,0,4062,0,8,11933,398
11933,0,-186,176,6,2,0,11,56,25,0.0,2,3,4062,0,8,11934,416
11934,0,164,53,4,2,0,11,48,17,0.0,0,0,4062,0,8,11935,288
11937,12,0,0,2,2,0,11,10,0,1.0,4,1,4062,0,8,11938,130
11938,38,0,0,11,3,0,11,16,0,1.0,4,1,4062,0,8,11939,676
11939,34,161,25,10,3,0,11,35,16,1.0,0,0,4062,0,8,11940,635
11940,0,90,160,9,3,0,11,34,18,1.0,3,0,4062,0,8,11941,574
11941,8,143,-21,7,3,0,11,26,14,1.0,0,0,4062,0,8,11942,446
11942,0,187,163,6,3,0,11,54,24,0.0,3,3,4062,0,8,11943,414
11943,0,179,13,3,3,0,11,9,17,0.0,0,0,4062,0,8,11944,189
11944,0,136,164,1,3,0,11,43,21,0.0,3,0,4062,0,8,11945,103
11945,0,38,156,6,4,0,11,47,16,0.0,4,0,4062,0,8,11946,407
11946,0,-95,178,2,4,0,11,46,20,0.0,2,0,4062,0,8,11947,166
11947,0,223,-1,11,1,0,11,26,22,0.0,0,4,4064,0,20,11948,686
11948,0,115,-16,10,1,0,11,59,11,0.0,0,0,4064,0,20,11949,659
11949,0,125,138,8,1,0,11,39,18,0.0,3,0,4064,0,20,11950,519
11950,25,-13,41,6,1,0,11,57,4,1.0,4,2,4064,0,20,11951,417
11951,5,-2,3,6,1,0,11,19,0,1.0,4,1,4064,0,20,11952,379
11952,0,143,79,2,1,0,11,48,16,1.0,0,0,4064,0,20,11953,168
11954,0,166,31,6,2,0,11,25,16,0.0,0,0,4064,0,20,11955,385
11955,4,5,3,4,2,0,11,24,0,1.0,4,1,4064,0,20,11956,264
11957,0,156,115,11,3,0,11,23,19,1.0,3,0,4064,0,20,11958,683
11958,0,102,166,10,3,0,11,16,19,0.0,3,0,4064,0,20,11959,616
11959,18,92,132,8,3,0,11,56,16,0.0,3,0,4064,0,20,11960,536
11960,0,57,163,6,3,0,11,42,17,1.0,3,0,4064,0,20,11961,402
11961,2,-13,10,2,3,0,11,15,1,1.0,4,1,4064,0,20,11962,135
11962,0,6,265,0,3,0,11,46,26,0.0,4,3,4064,0,20,11963,46
11964,0,-125,72,6,4,0,11,33,14,1.0,1,0,4064,0,20,11965,393
11965,0,144,125,5,4,0,11,55,19,0.0,3,0,4064,0,20,11966,355
11966,0,-163,127,1,4,0,11,34,20,0.0,2,0,4064,0,20,11967,94
11968,0,-156,100,0,4,0,11,0,18,0.0,1,0,4064,0,20,11969,0
11969,0,92,120,9,1,0,11,57,15,1.0,0,0,4065,0,14,11970,597
11970,0,1,184,9,1,0,11,14,18,0.0,4,0,4065,0,14,11971,554
11972,0,79,120,8,1,0,11,20,14,0.0,0,2,4065,0,14,11973,500
11973,0,31,77,6,1,0,11,50,8,0.0,4,2,4065,0,14,11974,410
11974,0,245,-6,6,1,0,11,39,24,1.0,0,4,4065,0,14,11975,399
11976,0,108,130,1,1,0,11,12,16,1.0,3,0,4065,0,14,11977,72
11977,0,184,-6,0,1,0,11,45,18,0.0,0,0,4065,0,14,11978,45
11979,0,-177,-14,3,2,0,11,46,17,0.0,1,0,4065,0,14,11980,226
11981,0,-174,176,11,3,0,11,0,24,1.0,2,3,4065,0,14,11982,660
11983,4,0,0,6,3,0,11,22,0,1.0,4,1,4065,0,14,11984,382
11984,2,0,0,5,4,0,11,31,0,0.0,4,1,4065,0,14,11985,331
11985,0,-3,268,2,4,0,11,42,26,0.0,4,3,4065,0,14,11986,162
11986,0,117,141,1,4,0,11,27,18,0.0,3,0,4065,0,14,11987,87
11987,2,0,0,1,4,0,11,25,0,0.0,4,1,4065,0,14,11988,85
11989,41,85,58,10,1,0,11,52,10,1.0,0,0,4067,0,22,11990,652
11991,2,0,0,8,1,0,11,54,0,0.0,4,1,4067,0,22,11992,534
11992,0,-143,118,7,1,0,11,3,18,0.0,2,0,4067,0,22,11993,423
11993,4,0,0,5,1,0,11,48,0,1.0,4,1,4067,0,22,11994,348
11994,0,-67,160,5,1,0,11,17,17,1.0,2,0,4067,0,22,11995,317
11995,0,138,222,4,1,0,11,8,26,0.0,3,3,4067,0,22,11996,248
11996,0,-135,143,2,1,0,11,18,19,0.0,2,0,4067,0,22,11997,138
11998,0,112,220,8,2,0,11,18,24,1.0,3,3,4067,0,22,11999,498
11999,0,174,189,7,2,0,11,11,25,0.0,3,3,4067,0,22,12000,431
12000,0,-186,204,6,2,0,11,31,27,0.0,2,3,4067,0,22,12001,391
12001,42,0,0,5,2,0,11,37,0,0.0,4,1,4067,0,22,12002,337
12003,42,0,0,3,2,0,11,51,0,1.0,4,1,4067,0,22,12004,231
12004,0,138,210,11,3,0,11,8,25,1.0,3,3,4067,0,22,12005,668
12005,0,174,187,9,3,0,11,17,25,1.0,3,3,4067,0,22,12006,557
12007,0,225,-18,6,3,0,11,28,22,1.0,0,4,4067,0,22,12008,388
12008,0,-212,133,5,3,0,11,4,25,0.0,2,3,4067,0,22,12009,304
12009,0,-158,225,2,3,0,11,47,27,0.0,2,3,4067,0,22,12010,167
12011,0,-108,173,6,4,0,11,29,20,1.0,2,0,4067,0,22,12012,389
12012,18,-171,94,5,4,0,11,50,19,1.0,1,0,4067,0,22,12013,350
12014,0,141,178,1,4,0,11,34,22,0.0,3,0,4067,0,22,12015,94
12015,0,105,89,0,4,0,11,57,13,1.0,0,0,4067,0,22,12016,57
12016,0,156,0,0,4,0,11,11,15,0.0,0,0,4067,0,22,12017,11
12017,0,-92,189,5,1,0,11,39,21,0.0,2,0,4069,1,19,12018,339
12018,11,0,0,5,1,0,11,16,0,1.0,4,1,4069,1,19,12019,316
12019,8,92,123,3,1,0,11,26,15,1.0,0,0,4069,1,19,12020,206
12020,0,110,184,1,1,0,11,44,21,1.0,3,0,4069,1,19,12021,104
12021,0,-75,183,1,1,0,11,20,19,0.0,2,0,4069,1,19,12022,80
12022,2,0,0,0,1,0,11,27,0,0.0,4,1,4069,1,19,12023,27
12024,3,15,35,11,3,0,11,30,3,1.0,4,1,4069,1,19,12025,690
12025,39,-143,92,10,3,0,11,16,17,1.0,1,0,4069,1,19,12026,616
12026,20,28,22,9,3,0,11,40,3,1.0,4,1,4069,1,19,12027,580
12027,0,18,214,7,3,0,11,17,21,1.0,4,0,4069,1,19,12028,437
12028,0,21,64,4,3,0,11,18,6,0.0,4,2,4069,1,19,12029,258
12029,0,-159,187,0,3,0,11,33,24,1.0,2,3,4069,1,19,12030,33
12030,38,0,0,0,3,0,11,3,0,1.0,4,1,4069,1,19,12031,3
12031,0,107,120,7,4,0,11,51,16,1.0,3,0,4069,1,19,12032,471
12034,0,38,166,3,4,0,11,48,17,1.0,4,0,4069,1,19,12035,228
12035,0,220,164,3,4,0,11,21,27,0.0,3,3,4069,1,19,12036,201
12036,0,-2,174,1,4,0,11,18,17,0.0,4,0,4069,1,19,12037,78
12037,2,0,0,7,1,0,11,36,0,0.0,4,1,4072,1,1,12038,456
12038,4,0,0,7,1,0,11,10,0,1.0,4,1,4072,1,1,12039,430
12039,0,34,158,5,1,0,11,13,16,0.0,4,0,4072,1,1,12040,313
12041,0,-168,199,4,1,0,11,6,26,1.0,2,3,4072,1,1,12042,246
12042,0,-163,206,1,1,0,11,56,26,1.0,2,3,4072,1,1,12043,116
12043,43,-43,45,1,1,0,11,32,6,1.0,4,2,4072,1,1,12044,92
12044,0,112,215,0,1,0,11,40,24,0.0,3,3,4072,1,1,12045,40
12046,0,59,238,3,2,0,11,43,24,1.0,4,3,4072,1,1,12047,223
12047,0,-95,235,3,2,0,11,12,25,1.0,2,3,4072,1,1,12048,192
12048,0,161,210,2,2,0,11,31,26,0.0,3,3,4072,1,1,12049,151
12049,0,200,15,0,2,0,11,1,20,0.0,0,0,4072,1,1,12050,1
12050,0,57,23,11,3,0,11,11,6,1.0,4,2,4072,1,1,12051,671
12051,0,-199,183,9,3,0,11,15,27,1.0,2,3,4072,1,1,12052,555
12052,0,-192,23,7,3,0,11,32,19,1.0,1,0,4072,1,1,12053,452
12053,0,232,-1,5,3,0,11,17,23,0.0,0,4,4072,1,1,12054,317
12054,14,0,0,4,3,0,11,58,0,1.0,4,1,4072,1,1,12055,298
12056,0,-41,171,8,1,0,11,0,17,0.0,4,0,4074,1,28,12057,480
12057,0,-140,143,7,1,0,11,18,20,0.0,2,0,4074,1,28,12058,438
12058,0,54,40,5,1,0,11,7,6,0.0,4,2,4074,1,28,12059,307
12059,39,113,79,4,1,0,11,31,13,1.0,0,0,4074,1,28,12060,271
12060,0,47,102,1,1,0,11,29,11,0.0,4,2,4074,1,28,12061,89
12061,28,39,33,0,1,0,11,57,5,1.0,4,2,4074,1,28,12062,57
12062,0,-36,245,0,1,0,11,36,24,0.0,4,3,4074,1,28,12063,36
12064,43,33,43,5,2,0,11,27,5,1.0,4,2,4074,1,28,12065,327
12065,0,-28,74,4,2,0,11,15,7,0.0,4,2,4074,1,28,12066,255
12066,0,153,204,3,2,0,11,44,25,0.0,3,3,4074,1,28,12067,224
12067,0,26,63,2,2,0,11,56,6,0.0,4,2,4074,1,28,12068,176
12072,2,0,0,6,3,0,11,50,0,1.0,4,1,4074,1,28,12073,410
12073,0,100,153,6,3,0,11,15,18,0.0,3,0,4074,1,28,12074,375
12074,0,67,161,1,3,0,11,53,17,0.0,3,0,4074,1,28,12075,113
12075,0,179,54,10,4,0,11,4,18,0.0,0,0,4074,1,28,12076,604
12076,0,108,56,9,4,0,11,38,12,0.0,0,0,4074,1,28,12077,578
12078,1,0,0,5,4,0,11,41,0,1.0,4,1,4074,1,28,12079,341
12079,0,61,265,3,4,0,11,46,27,0.0,4,3,4074,1,28,12080,226
12080,8,-95,123,10,1,0,11,8,15,1.0,1,0,4079,1,14,12081,608
12081,8,98,105,8,1,0,11,29,14,1.0,0,0,4079,1,14,12082,509
12082,0,-33,168,5,1,0,11,30,17,0.0,4,0,4079,1,14,12083,330
12083,0,159,28,2,1,0,11,21,16,0.0,0,0,4079,1,14,12084,141
12084,6,0,0,11,3,0,11,42,0,1.0,4,1,4079,1,14,12085,702
12085,18,-143,5,11,3,0,11,14,14,1.0,1,0,4079,1,14,12086,674
12086,0,-151,242,6,3,0,11,12,28,0.0,2,3,4079,1,14,12087,372
12087,8,-54,114,4,3,0,11,26,12,1.0,4,2,4079,1,14,12088,266
12088,2,0,0,0,3,0,11,20,0,0.0,4,1,4079,1,14,12089,20
12089,0,-130,38,10,1,0,11,57,13,0.0,1,0,4081,1,11,12090,657
12092,0,156,150,6,1,0,11,43,21,1.0,3,0,4081,1,11,12093,403
12094,8,-72,125,11,2,0,11,46,14,1.0,4,2,4081,1,11,12095,706
12095,0,156,166,11,2,0,11,36,22,0.0,3,0,4081,1,11,12096,696
12096,0,-182,15,10,2,0,11,34,18,0.0,1,0,4081,1,11,12097,634
12098,0,-103,8,3,2,0,11,51,10,0.0,1,0,4081,1,11,12099,231
12099,0,0,160,1,2,0,11,12,16,0.0,4,0,4081,1,11,12100,72
12100,2,0,0,9,3,0,11,44,0,0.0,4,1,4081,1,11,12101,584
12101,0,-110,173,7,3,0,11,56,20,1.0,2,0,4081,1,11,12102,476
12103,0,141,229,5,3,0,11,18,26,1.0,3,3,4081,1,11,12104,318
12104,0,146,155,4,3,0,11,2,21,1.0,3,0,4081,1,11,12105,242
12105,0,144,128,2,3,0,11,56,19,0.0,3,0,4081,1,11,12106,176
12106,18,61,155,5,4,0,11,34,16,1.0,3,0,4081,1,11,12107,334
12107,0,98,183,5,4,0,11,11,20,1.0,3,0,4081,1,11,12108,311
12108,0,166,115,4,4,0,11,33,20,0.0,0,0,4081,1,11,12109,273
12109,0,-191,178,1,4,0,11,57,26,0.0,2,3,4081,1,11,12110,117
12110,0,128,222,9,1,0,11,47,25,0.0,3,3,4083,0,27,12111,587
12111,0,-117,156,8,1,0,11,43,19,1.0,2,0,4083,0,27,12112,523
12112,0,-143,229,7,1,0,11,36,26,0.0,2,3,4083,0,27,12113,456
12113,2,0,0,6,1,0,11,36,0,0.0,4,1,4083,0,27,12114,396
12115,4,0,0,0,1,0,11,53,0,1.0,4,1,4083,0,27,12116,53
12116,0,-145,214,0,1,0,11,30,25,1.0,2,3,4083,0,27,12117,30
12118,0,130,86,11,2,0,11,40,15,0.0,0,0,4083,0,27,12119,700
12119,32,66,48,5,2,0,11,22,8,1.0,0,2,4083,0,27,12120,322
12120,0,11,191,2,2,0,11,54,19,0.0,4,0,4083,0,27,12121,174
12122,0,138,158,11,3,0,11,14,20,1.0,3,0,4083,0,27,12123,674
12123,0,123,219,9,3,0,11,19,25,0.0,3,3,4083,0,27,12124,559
12125,9,0,0,5,3,0,11,37,0,0.0,4,1,4083,0,27,12126,337
12126,0,-105,186,2,3,0,11,29,21,1.0,2,0,4083,0,27,12127,149
12127,0,-108,174,11,4,0,11,38,20,0.0,2,0,4083,0,27,12128,698
12128,34,131,38,7,4,0,11,33,13,0.0,0,0,4083,0,27,12129,453
12129,18,123,31,5,4,0,11,47,12,0.0,0,0,4083,0,27,12130,347
12130,32,-87,204,4,4,0,11,2,22,1.0,2,0,4083,0,27,12131,242
